ID	YD16L1	YD16L2	YD16L3	YD16L4	YD17L1	YD17L2	YD17L3	YD17L4	YD18L1	YD18L2	YD18L3	YD18L4	YD1L1	YD1L2	YD1L3	YD1L4	YD22L1	YD22L2	YD22L3	YD22L4	YD23L1	YD23L2	YD23L3	YD23L4	YD24L1	YD24L2	YD24L3	YD24L4	YD2L1	YD2L2	YD2L3	YD2L4	YD31L1	YD31L2	YD31L3	YD31L4	YD32L1	YD32L2	YD32L3	YD32L4	YD33L1	YD33L2	YD33L3	YD33L4	YD3L1	YD3L2	YD3L4	YD43L1	YD43L2	YD43L3	YD43L4	YD44L1	YD44L2	YD44L3	YD44L4	YD45L1	YD45L2	YD45L3	YD45L4	YD46L1	YD46L2	YD46L3	YD46L4	YD47L1	YD47L2	YD47L3	YD47L4	YD48L1	YD48L2	YD48L3	YD48L4	YD3L3
Zotu411	0	0	0	1	0	0	2	5	0	0	0	12	0	0	0	3	0	0	3	1	0	2	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	2	27	0	0	3	0	0	0	2	0	0	2	5	0	0	0	4	1	0	2	3	0	0	0	2	0	0	0	4	0	0	4	0	0
Zotu413	0	0	5	1	0	2	7	14	0	3	12	147	0	0	10	5	0	1	27	3	0	0	3	1	0	4	0	17	0	0	1	42	0	0	4	30	0	7	1	53	0	84	36	1	0	0	0	0	0	1	6	2	0	35	0	0	0	7	4	0	0	0	0	0	14	2	138	0	0	6	7	4
Zotu414	1	0	0	0	3	0	0	0	0	0	0	0	0	0	10	10	9	1	0	0	4	0	0	0	3	0	2	0	5	5	0	0	5	0	0	0	10	0	0	0	3	0	0	0	4	0	0	7	0	0	0	7	0	0	0	1	0	0	0	3	1	7	5	5	2	0	0	4	2	6	0	2
Zotu419	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	15	3	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	0	0	0	0	1	1	0	0	1	0	0	3	0	0	0	0	1	0	0	3	0	2	0	0	0	0	0	0	2	6	1	2	0	0	0	2	0	0	0	0
Zotu420	3	0	0	0	5	0	1	0	2	2	0	0	2	0	1	1	7	0	3	9	1	1	0	1	6	2	0	4	12	1	2	1	1	1	2	0	3	2	0	0	1	8	0	0	7	0	3	0	0	1	0	7	0	1	0	1	0	4	0	2	0	0	0	14	3	2	0	5	2	2	0	0
Zotu422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	2	1	0	0	0	100	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	2	28	1	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	12	0	0	0	0	0	2	0	0	0	2	0	0	2
Zotu423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu428	1	0	8	20	0	0	0	5	0	0	0	1	0	1	0	4	2	1	3	3	1	6	3	2	0	0	0	3	3	0	2	7	0	0	2	4	0	1	0	1	1	6	12	6	13	3	12	0	0	7	24	0	0	5	3	0	1	2	3	0	2	0	5	0	1	1	8	1	2	3	9	17
Zotu430	0	2	3	3	0	1	2	2	0	12	6	7	0	0	77	6	0	1	3	1	0	15	22	39	0	0	1	14	0	3	4	15	3	0	1	8	1	1	1	0	0	2	0	1	0	2	6	2	1	1	0	2	1	18	27	1	1	1	1	0	0	0	5	1	5	0	4	0	4	0	0	1
Zotu432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu433	3	2	3	0	1	0	0	0	3	3	2	4	0	0	0	1	12	1	8	1	4	23	13	13	0	0	0	0	0	1	0	0	6	0	0	1	14	5	2	7	0	0	0	0	3	6	0	0	1	2	4	6	0	1	2	0	1	4	1	15	5	24	0	32	9	2	4	4	0	0	0	3
Zotu435	0	0	1	0	0	0	5	0	0	0	0	3	0	0	8	30	0	0	1	1	0	0	0	0	0	2	1	7	0	0	1	1	0	0	0	2	0	0	0	0	0	0	18	0	0	1	0	0	0	2	1	0	0	0	2	0	0	3	0	0	1	1	2	0	0	1	1	0	4	40	114	0
Zotu438	1	0	0	0	0	2	0	0	6	0	0	0	6	0	0	0	3	10	0	0	1	7	8	0	0	0	2	1	0	7	1	2	3	0	5	1	0	5	1	0	1	1	1	0	2	25	19	1	0	0	0	0	0	0	1	0	2	0	0	0	0	1	1	2	3	1	0	2	1	0	0	0
Zotu442	1	3	9	13	6	0	5	4	1	2	4	4	1	0	1	0	5	1	0	1	3	5	2	3	7	4	4	9	0	2	4	0	3	0	8	5	2	6	0	4	0	6	1	1	1	6	0	2	2	4	5	4	0	15	0	1	3	8	0	0	1	2	7	7	4	5	4	4	0	7	2	5
Zotu443	3	0	0	0	0	0	0	0	1	1	0	0	1	0	0	28	2	1	0	0	0	0	0	0	0	0	1	0	2	1	3	0	0	0	1	0	0	1	0	0	0	0	0	0	2	1	0	4	1	0	0	0	0	0	0	2	0	12	0	0	0	0	9	0	0	2	0	0	1	0	0	3
Zotu445	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	1	4	3	1	0	0	0	0	0	0	0
Zotu446	0	6	4	0	0	1	2	0	3	22	88	8	1	2	22	3	0	2	6	2	0	7	0	0	0	8	7	0	0	8	1	3	0	2	11	1	0	5	0	2	0	31	2	0	0	8	6	0	1	4	0	0	1	4	0	0	3	2	0	0	5	9	3	0	17	1	0	0	4	3	0	11
Zotu455	0	0	1	1	1	3	2	1	0	1	1	4	1	8	2	6	4	3	2	5	0	9	2	4	5	2	3	10	5	2	0	1	1	2	5	2	2	3	0	0	5	4	4	6	0	5	12	6	2	10	8	2	0	3	7	6	1	5	7	1	0	4	0	9	5	4	7	5	13	11	12	21
Zotu456	4	0	2	49	0	0	0	8	0	0	1	0	1	0	0	1	1	0	1	1	0	0	1	1	0	6	0	1	0	0	0	0	0	0	4	16	0	0	0	1	0	3	23	1	0	0	1	3	0	19	0	1	0	2	53	0	0	0	0	0	0	18	21	2	3	18	12	2	0	1	0	0
Zotu458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu460	0	0	4	34	0	0	1	4	0	0	6	2	0	0	0	1	0	0	1	2	1	0	2	1	1	0	0	0	1	2	0	27	2	0	0	1	0	0	1	29	0	0	2	0	0	3	13	0	0	0	1	2	0	1	10	1	0	1	2	0	0	3	8	1	1	0	0	0	0	0	7	5
Zotu462	0	0	0	0	2	3	9	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	7	1	2	0	1	0	11	0	1	0	0	0	4	0	0	4	5	1	0	7	2	5	0	0	0	3	0	1	0	1	0	0	0	0	2	1	0	4	0	1	2	48	19
Zotu466	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0
Zotu471	4	0	1	0	4	0	0	1	2	1	0	0	8	0	1	8	0	1	0	0	2	0	5	3	2	0	0	0	3	1	0	1	5	0	19	1	2	1	1	0	2	0	2	0	3	0	8	2	1	7	4	6	7	1	0	3	0	1	0	1	4	1	2	8	2	0	0	1	1	0	0	17
