ID	YD16L1	YD16L2	YD16L3	YD16L4	YD17L1	YD17L2	YD17L3	YD17L4	YD18L1	YD18L2	YD18L3	YD18L4	YD1L1	YD1L2	YD1L3	YD1L4	YD22L1	YD22L2	YD22L3	YD22L4	YD23L1	YD23L2	YD23L3	YD23L4	YD24L1	YD24L2	YD24L3	YD24L4	YD2L1	YD2L2	YD2L3	YD2L4	YD31L1	YD31L2	YD31L3	YD31L4	YD32L1	YD32L2	YD32L3	YD32L4	YD33L1	YD33L2	YD33L3	YD33L4	YD3L1	YD3L2	YD3L4	YD43L1	YD43L2	YD43L3	YD43L4	YD44L1	YD44L2	YD44L3	YD44L4	YD45L1	YD45L2	YD45L3	YD45L4	YD46L1	YD46L2	YD46L3	YD46L4	YD47L1	YD47L2	YD47L3	YD47L4	YD48L1	YD48L2	YD48L3	YD48L4	YD3L3
Zotu1497	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
Zotu1498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	0	0	0	4	0	0	0	0	0	0	3	0	0	0	4	0	0	0	1	0	0	0	0	1	0	0	6	0	0	0	0	0
Zotu1500	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	2	0	0	0	1	0	1	0	0	0	0	4	9	0
Zotu1501	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	4	0	0	0	0
Zotu1503	0	0	0	0	0	0	0	0	0	0	0	0	2	6	8	19	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu1504	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu1507	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
Zotu1508	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	1	2	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Zotu1511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1512	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	1	1	0	0	0	0	0	0	0	1	0	5	1	3	5	7	0	0	0	0	0	0	0	0	1	1	3	5	0	1	0	0	0	3	4	1	0	2	8	2	0	0	0	2	0	0	1	2	1	3	0	0	1	0	0	0
Zotu1513	0	0	5	6	1	0	8	1	0	4	0	1	1	0	0	5	0	0	2	0	0	0	0	6	0	0	0	0	1	1	2	3	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	2	2	1	0	5	2	0	1	4	1	0	0	0	0	4	2	4	2	0	0	4	0	2
Zotu1515	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	3	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu1516	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1519	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	1	3	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	3
Zotu1524	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu1528	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
Zotu1529	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
Zotu1530	1	0	0	0	0	0	0	0	0	0	2	3	0	0	1	3	0	1	13	11	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	2	0	0	3	1	2	0	0	6	0	0	15	1	0	0	0	0	0	0	0	7	1	2	0	0	0	2	2	7	0	2	3	0	2
Zotu1531	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	2	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	3	0	1	0	0	0	0	1	0	2	4	9	1	1	0	1	0	0	4	3	2	2	0	0	0	1
Zotu1536	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	3	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	18	0	0	3	0	0	0	0	0
Zotu1537	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	2	0	0	0	0	0	1	1	1	2	0	0	0	1	1	1	0	0	0	2	0	0	2	0	0	1	0	5	0
Zotu1539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	6	0	0	1	2	0	0	0	0	0
Zotu1544	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	4	0	0	0	0	0	0
Zotu1545	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Zotu1546	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	1	0	4	4	0	4	0	0	0	0	0	0	0	0	0	8	17	0	0	0	0	0	1	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1547	0	0	0	19	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	7	0	0	1	0	0	0	0	4	0	1	8	6	0	0	0	2	0	0	3	1	0	0	7	3	0	0	1	0	0	1	1	0	0	2	11	0	1	16	0	0	0	0	4	1	0	3	0	0	0	1	0	0
Zotu1548	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Zotu1550	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	2	0	0	0	0	1	0	5	0	1	1	1	0	0	0	2	0	0	0	0	1	0	0	1	0	0	3	0	3	0	1	0	0	0	0	1	0	1	0	2	0	0	1	2	0	0	0	1	0	0	0
Zotu1554	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	10	0	0	0	1	11	0	0	0	0	0	0	0	1	0	0	1	0	0	0	27	21	1
Zotu1556	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	13	0	0	0	0	0	0	0	0	1
Zotu1557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	5	2	0
Zotu1558	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0
Zotu1559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1564	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1569	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	2
Zotu1574	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
Zotu1575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1579	4	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	1	0	0
Zotu1581	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu1582	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	2	0	0	0	0	0	0	1	0	0	0	5	0	5	1	0	0	0	3	2	0	0	0	13	6	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1
Zotu1584	0	1	10	0	0	0	1	0	0	0	0	2	0	0	4	0	0	2	9	1	0	2	1	1	0	1	4	0	0	2	5	2	0	1	1	0	0	3	0	0	0	7	0	0	0	3	2	0	1	1	0	0	0	0	4	0	2	1	0	0	0	0	0	0	0	0	1	0	1	0	3	3
Zotu1586	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu1587	1	0	9	0	0	0	0	8	0	0	0	2	0	0	0	3	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	1	4	0	0	0	1	0	0	12	0	0	1	0	1	0	4	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	1	0	6
Zotu1588	1	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu1589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu1592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	2	0	0	0	0
Zotu1593	0	1	6	0	0	0	1	0	0	4	3	2	0	0	1	1	0	0	7	2	0	0	0	0	0	2	1	0	0	2	5	3	0	0	1	2	0	5	2	1	0	1	0	0	0	3	1	1	3	10	7	0	0	2	1	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Zotu1596	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	13	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0
Zotu1597	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1599	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1603	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	1	1	0	0	0	0	0	1	1	2	0	2	0	0	1	2	0	0	0	6	0	0	0	0	2	0	1	2	0	0	2	0	0	0	0	0	1	0
Zotu1604	0	1	5	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	8	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	4	0	0
Zotu1606	0	0	5	2	2	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	1	3	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	5	0	0	0	0	0	0	1	2	0	0
Zotu1610	0	0	4	0	0	4	0	0	0	9	3	1	0	0	0	0	0	1	1	0	0	4	1	1	0	0	2	0	0	1	3	0	0	0	0	0	1	12	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Zotu1611	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	4	0
Zotu1612	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	3	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Zotu1616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	12	14	0	0	0	0	1	1	0	0	0
Zotu1617	0	0	2	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	2	0	0	0	0	1	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	1	6	0	1
Zotu1620	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1
Zotu1621	1	0	1	0	0	2	0	0	0	3	1	0	0	0	0	0	0	1	5	0	0	1	0	0	0	6	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Zotu1622	0	1	4	0	0	0	0	0	2	6	3	0	2	1	1	0	0	3	1	0	0	2	0	0	0	1	4	1	1	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	1	0	0	0	0	1
Zotu1627	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	4	0	0	0	3	1	0	0	1	0	2	0	0	0	0	2	0	0	0	0	3	0	1	3	0	0	0	1	1	0	0
Zotu1628	0	0	0	0	0	0	0	0	0	0	5	4	0	0	1	8	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	3	0	2	11	4	0	0	0	0	1	1	8	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	3	0	4	3	0	0	0	0	0	13
Zotu1631	1	1	0	0	0	0	1	3	1	3	0	0	0	0	0	1	0	0	2	0	5	1	1	0	3	7	0	0	0	1	2	0	0	0	0	3	3	4	0	4	0	0	2	4	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1634	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1636	0	1	1	0	0	2	1	0	0	5	0	0	0	0	0	0	0	1	4	1	0	1	0	0	0	5	0	0	0	4	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1638	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Zotu1639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	4	0
Zotu1640	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	1	0	0	0	0
Zotu1642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1644	0	2	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	4	1	0	1	0	0	0	0	0	0	0	0	5	0	0	2	0	0	1	0	1	0	0	0	0	0	0	2	1	0	0	1	0	0	2	3	0	0	1	1	0	0	0
Zotu1646	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	4
Zotu1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	1	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	1	1	0	0
Zotu1649	1	0	1	0	0	0	2	1	4	0	0	3	1	0	0	0	1	0	0	1	0	3	1	2	0	0	0	5	0	1	0	0	0	0	1	0	0	5	1	0	1	0	0	3	0	3	0	4	0	0	0	2	0	4	1	0	0	1	1	0	1	1	1	0	2	0	0	2	0	0	0	3
Zotu1651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0
Zotu1654	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	0	0	0	1	0	0	0	0	0	0
Zotu1655	1	0	0	0	0	1	0	1	0	0	1	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	1
Zotu1658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1659	0	0	4	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	4	9	0	1	1	0	0	0	2	4	0	0	1	0	0	0	3	2	0	8	5	2	0	1	0	0	0	2	6	0	0	2	0	0	0	2	3	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	7
Zotu1661	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	2	1	2	1	0	0	1	4	1	0	2	1	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
Zotu1664	1	0	4	1	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	2	0	6	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	3	1	0	0	1	0	2	0	0	2	0	2	0	0	0	1	0	0	0	1	0	3	0	2	0	0	0	0	0	0
Zotu1667	0	1	19	0	0	0	2	1	0	1	2	1	0	0	0	0	0	1	12	1	0	0	0	0	0	0	6	0	0	0	1	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu1669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu1670	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0
Zotu1671	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0
Zotu1673	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Zotu1674	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1679	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	3	19	0
